"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 300 440";"https://www.etsi.org/deliver/etsi_en/300400_300499/300440/02.02.01_60/en_300440v020201p.pdf";"13.75";"14.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 300 440";"https://www.etsi.org/deliver/etsi_en/300400_300499/300440/02.02.01_60/en_300440v020201p.pdf";"17.1";"17.2";"GHz";"GBSAR ← Radiodetermination applications ← Short Range Devices"
"EN 300 440";"https://www.etsi.org/deliver/etsi_en/300400_300499/300440/02.02.01_60/en_300440v020201p.pdf";"17.2";"17.3";"GHz";"GBSAR ← Radiodetermination applications ← Short Range Devices"
"EN 300 440";"https://www.etsi.org/deliver/etsi_en/300400_300499/300440/02.02.01_60/en_300440v020201p.pdf";"24.0";"24.05";"GHz";"Non-specific SRDs ← Short Range Devices"
"EN 300 440";"https://www.etsi.org/deliver/etsi_en/300400_300499/300440/02.02.01_60/en_300440v020201p.pdf";"24.05";"24.25";"GHz";"Non-specific SRDs ← Short Range Devices"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"154.0";"156.4875";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"156.4875";"156.5125";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"156.5375";"156.5625";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"156.5625";"156.7625";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"156.7875";"156.8125";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"156.8375";"157.1875";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"157.1875";"157.3375";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"157.3375";"161.7875";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"161.7875";"161.9375";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"161.9375";"161.9625";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"161.9625";"161.9875";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"161.9875";"162.0125";"MHz";"Maritime communications ← Maritime"
"EN 300 162";"http://www.etsi.org/deliver/etsi_en/300100_300199/30016202/01.02.01_60/en_30016202v010201p.pdf";"162.0125";"162.0375";"MHz";"Maritime communications ← Maritime"
"EN 302 296";"http://www.etsi.org/deliver/etsi_en/302200_302299/302296/02.01.01_60/en_302296v020101p.pdf";"174.0";"223.0";"MHz";"Broadcasting (terrestrial) ← Broadcasting"
"EN 302 296";"http://www.etsi.org/deliver/etsi_en/302200_302299/302296/02.01.01_60/en_302296v020101p.pdf";"223.0";"225.0";"MHz";"Broadcasting (terrestrial) ← Broadcasting"
"EN 302 296";"http://www.etsi.org/deliver/etsi_en/302200_302299/302296/02.01.01_60/en_302296v020101p.pdf";"225.0";"230.0";"MHz";"Broadcasting (terrestrial) ← Broadcasting"
"EN 302 296";"http://www.etsi.org/deliver/etsi_en/302200_302299/302296/02.01.01_60/en_302296v020101p.pdf";"470.0";"694.0";"MHz";"Broadcasting (terrestrial) ← Broadcasting"
"EN 302 296";"http://www.etsi.org/deliver/etsi_en/302200_302299/302296/02.01.01_60/en_302296v020101p.pdf";"694.0";"790.0";"MHz";"Broadcasting (terrestrial) ← Broadcasting"
"EN 302 054";"http://www.etsi.org/deliver/etsi_en/302000_302099/302054/02.02.01_60/en_302054v020201p.pdf";"400.15";"401.0";"MHz";"Sondes ← Meteorology"
"EN 302 054";"http://www.etsi.org/deliver/etsi_en/302000_302099/302054/02.02.01_60/en_302054v020201p.pdf";"401.0";"402.0";"MHz";"Sondes ← Meteorology"
"EN 302 054";"http://www.etsi.org/deliver/etsi_en/302000_302099/302054/02.02.01_60/en_302054v020201p.pdf";"402.0";"403.0";"MHz";"Sondes ← Meteorology"
"EN 302 054";"http://www.etsi.org/deliver/etsi_en/302000_302099/302054/02.02.01_60/en_302054v020201p.pdf";"403.0";"406.0";"MHz";"Sondes ← Meteorology"
"EN 302 571";"http://www.etsi.org/deliver/etsi_en/302500_302599/302571/02.01.01_60/en_302571v020101p.pdf";"5850.0";"5925.0";"MHz";"ITS ← Land mobile"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"154.0";"156.4875";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.4875";"156.5125";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.5125";"156.5375";"MHz";"DSC ← GMDSS ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.5375";"156.5625";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.5625";"156.7625";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.7625";"156.7875";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.8125";"156.8375";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"156.8375";"157.1875";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"157.1875";"157.3375";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"157.3375";"161.7875";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"161.7875";"161.9375";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"161.9375";"161.9625";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"161.9625";"161.9875";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"161.9875";"162.0125";"MHz";"Maritime communications ← Maritime"
"EN 301 929";"http://www.etsi.org/deliver/etsi_en/301900_301999/301929/02.01.01_60/en_301929v020101p.pdf";"162.0125";"162.0375";"MHz";"Maritime communications ← Maritime"
"EN 302 454";"https://www.etsi.org/deliver/etsi_en/302400_302499/302454/02.02.01_60/en_302454v020201p.pdf";"1668.4";"1670.0";"MHz";"Meteorology"
"EN 302 454";"https://www.etsi.org/deliver/etsi_en/302400_302499/302454/02.02.01_60/en_302454v020201p.pdf";"1670.0";"1675.0";"MHz";"Meteorology"
"EN 302 454";"https://www.etsi.org/deliver/etsi_en/302400_302499/302454/02.02.01_60/en_302454v020201p.pdf";"1675.0";"1690.0";"MHz";"Sondes ← Meteorology"
"EN 300 328";"http://www.etsi.org/deliver/etsi_en/300300_300399/300328/02.01.01_60/en_300328v020101p.pdf";"2400.0";"2450.0";"MHz";"Wideband data transmission systems ← Short Range Devices"
"EN 300 328";"http://www.etsi.org/deliver/etsi_en/300300_300399/300328/02.01.01_60/en_300328v020101p.pdf";"2450.0";"2483.5";"MHz";"Wideband data transmission systems ← Short Range Devices"
"EN 302 574";"http://www.etsi.org/deliver/etsi_en/302500_302599/30257401/02.01.02_60/en_30257401v020102p.pdf";"1980.0";"2010.0";"MHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 302 574";"http://www.etsi.org/deliver/etsi_en/302500_302599/30257401/02.01.02_60/en_30257401v020102p.pdf";"2170.0";"2200.0";"MHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 300 720";"http://www.etsi.org/deliver/etsi_en/300700_300799/300720/02.01.01_60/en_300720v020101p.pdf";"456.0";"459.0";"MHz";"On-board communications ← Maritime communications ← Maritime"
"EN 300 720";"http://www.etsi.org/deliver/etsi_en/300700_300799/300720/02.01.01_60/en_300720v020101p.pdf";"460.0";"470.0";"MHz";"On-board communications ← Maritime communications ← Maritime"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"10.7";"10.95";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"10.95";"11.2";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"11.2";"11.45";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"11.45";"11.7";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"11.7";"12.5";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"12.5";"12.75";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.0";"14.25";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.0";"14.25";"GHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.25";"14.3";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.25";"14.3";"GHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.3";"14.4";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.3";"14.4";"GHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.4";"14.47";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.4";"14.47";"GHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.47";"14.5";"GHz";"ESIM ← FSS Earth stations ← Satellite systems (civil)"
"EN 302 977";"http://www.etsi.org/deliver/etsi_en/302900_302999/302977/02.01.01_60/en_302977v020101p.pdf";"14.47";"14.5";"GHz";"MSS Earth stations ← Satellite systems (civil)"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"1350.0";"1400.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"1427.0";"1429.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"1429.0";"1452.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"1492.0";"1518.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"1518.0";"1525.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"1525.0";"1530.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"2025.0";"2110.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"2200.0";"2290.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"3600.0";"4200.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"5925.0";"6700.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"6700.0";"7075.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7075.0";"7145.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7145.0";"7190.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7190.0";"7235.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7235.0";"7250.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7250.0";"7300.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7300.0";"7375.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7375.0";"7450.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7450.0";"7550.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7550.0";"7750.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7750.0";"7900.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"7900.0";"8025.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"8025.0";"8175.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"8175.0";"8215.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"8215.0";"8400.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"8400.0";"8500.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"10000.0";"10400.0";"MHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"10.5";"10.55";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"10.55";"10.6";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"10.6";"10.68";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"10.7";"10.95";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"10.95";"11.2";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"11.2";"11.45";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"11.45";"11.7";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"12.75";"13.25";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"14.5";"14.75";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"14.8";"15.35";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"17.7";"18.1";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"18.1";"18.4";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"18.4";"18.6";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"18.6";"18.8";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"18.8";"19.3";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"19.3";"19.7";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"22.0";"22.21";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"22.21";"22.5";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"22.5";"22.55";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"22.55";"23.15";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"23.15";"23.55";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"23.55";"23.6";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"24.25";"24.45";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"24.45";"24.5";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"24.5";"24.65";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"24.65";"24.75";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"24.75";"25.25";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"25.25";"25.5";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"25.5";"26.5";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"27.5";"28.5";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"28.5";"29.1";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"29.1";"29.5";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"31.0";"31.3";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"31.8";"32.0";"GHz";"Fixed"
"EN 302 217";"http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf";"32.0";"32.3";"GHz";"Fixed"
